,BPA,PNW,CAISO
0,0.01786302055017236,0.023319870169937806,9.511859989549519
1,0.3679782216300016,0.4803893232767645,2.3779649973873798
2,0.3751234315536211,0.48971727356869593,2.3779649973873798
3,0.5430358264287914,0.7089240553900672,3.170619996516506
4,0.0,0.0,7.133894992162139
5,0.0,0.0,15.060444983453406
6,0.0,0.0,23.7796499738738
7,0.008931510275086213,0.011659935084968947,11.8898249869369
8,0.06252057192560348,0.08161954559478261,2.3779649973873798
9,0.06252057192560348,0.08161954559478261,2.3779649973873798
10,0.0,0.0,3.170619996516506
11,0.08931510275086213,0.11659935084968946,4.7559299947747595
12,0.11968223773939105,0.1562431302080823,5.548584993903886
13,0.2858083288027582,0.37311792271900546,14.267789984324278
14,0.08931510275086213,0.11659935084968946,17.438409980840785
15,0.01786302055017236,0.023319870169937806,19.023719979099038
16,0.36619192127853417,0.47805733848372606,18.23106497996991
17,0.6341372295311206,0.8278553910327945,14.267789984324278
18,0.12504114385120632,0.1632390911895644,4.7559299947747595
19,0.0,0.0,14.267789984324278
20,0.0,0.0,26.157614971261175
21,0.0,0.0,18.23106497996991
22,0.0,0.0,19.816374978228165
23,0.01786302055017236,0.023319870169937806,23.7796499738738
24,0.01786302055017236,0.023319870169937806,756.2246235872183
25,0.3679782216300016,0.4803893232767645,824.896184090155
26,0.3751234315536211,0.48971727356869593,731.1008819398024
27,0.5430358264287914,0.7089240553900672,784.6981974542896
28,0.0,0.0,1056.0346072463813
29,0.0,0.0,1422.0037772437393
30,0.0,0.0,1831.520766096618
31,0.008931510275086213,0.011659935084968947,1845.7575530301542
32,0.06252057192560348,0.08161954559478261,1454.6646413853798
33,0.06252057192560348,0.08161954559478261,817.3590615959301
34,0.0,0.0,550.209942078408
35,0.08931510275086213,0.11659935084968946,448.8775174338305
36,0.11968223773939105,0.1562431302080823,194.29026874001622
37,0.2858083288027582,0.37311792271900546,143.20532739027055
38,0.08931510275086213,0.11659935084968946,163.3043207082033
39,0.01786302055017236,0.023319870169937806,448.8775174338305
40,0.36619192127853417,0.47805733848372606,283.89828061579954
41,0.6341372295311206,0.8278553910327945,130.6434565665626
42,0.12504114385120632,0.1632390911895644,103.00734075440513
43,0.0,0.0,86.25817965612787
44,0.0,0.0,63.64681217345358
45,0.0,0.0,41.03544469077928
46,0.0,0.0,46.06019302026246
47,0.01786302055017236,0.023319870169937806,54.43477356940109
48,46.36232254850653,60.52522525914691,1603.4557829388011
49,54.77590093160036,71.50900904908663,1507.9646196868623
50,44.083645069751924,57.55045048270486,1659.9547211961976
51,82.9438596917456,108.28180116415875,1547.7526043751698
52,167.48279468846133,218.64594606848735,1729.185814553853
53,192.50150556586098,251.30744851940077,1418.839533985053
54,222.78454426900478,290.84144160444487,1645.6310467084068
55,234.3941145983486,305.9975386401418,1449.874162041933
56,264.74142404853234,345.61543609468976,1094.1695789284622
57,254.4055766262597,332.12216269746693,577.721537674228
58,215.97188386449372,281.9476290659187,445.6254285090464
59,174.35388450370186,227.61603721109904,393.1052887204802
60,176.7727874864604,230.773874003212,322.2826759752925
61,196.49211182183657,256.51711726088325,246.68550506750782
62,178.82359668241892,233.45117060368005,257.0303810864678
63,252.9332001417579,330.20000018506255,257.82614078023397
64,306.33605271487414,399.9165179045354,227.58727241712012
65,335.8595331499676,438.45892056131544,385.1476917828186
66,379.85553677822867,495.8949566295413,932.6303610939328
67,378.22540543158357,493.7668478219107,772.6826626469358
68,306.92032809994294,400.67927950384194,522.8141188043634
69,228.4461819242152,298.2326134780877,475.8642968721602
70,168.0086433374047,219.3324325553586,494.9625295225479
71,107.71133159189831,140.61531539412312,619.1010417500681
72,1734.9829853714734,2264.990842521506,132.55799998216239
73,1825.2932017846476,2382.8892973689917,174.73554543103222
74,1984.7099070521049,2591.005100590215,234.98918178656058
75,2164.6133036943884,2825.8659317159118,225.19796587878724
76,2178.8696578464846,2844.477360112904,277.16672723543047
77,1868.636146947747,2439.4727766941865,323.8632954109649
78,1528.0973814167262,1994.9051976719663,332.9013408642941
79,1578.946588814729,2061.2879749539543,331.3949999554059
80,1626.990936898107,2124.0090560027506,331.3949999554059
81,1706.7836369949414,2228.1770717949626,424.03496585203084
82,2210.0214984223717,2885.145559298135,522.7002953842085
83,2432.5071574035273,3175.596811231759,561.1119885608579
84,1572.1227080377116,2052.379514409545,490.31396584311193
85,760.6774208019882,993.0514631879742,451.1491022120186
86,252.34801495921857,329.43605086059864,451.9022726664627
87,185.64571014549944,242.35732394973817,426.2944772153631
88,204.02951555470293,266.35706991475575,367.5471817687229
89,155.04218600316355,202.4049425628767,413.4905794898133
90,120.57029081504174,157.40246842694745,446.6300794853539
91,66.79268734056696,87.1967197657532,426.2944772153631
92,57.84481718262903,75.51542713136949,463.1998294831242
93,51.06612766903969,66.66596301441213,506.1305453864382
94,34.34536020218594,44.83728485925057,515.1685908397675
95,60.64667551491258,79.17320563304514,411.2310681264809
96,962.817392388837,1256.9417655206748,9.511859989549519
97,663.8929610144355,866.7009934914302,2.3779649973873798
98,855.1173501263486,1116.341188154502,2.3779649973873798
99,986.7821077781255,1288.227294749511,3.170619996516506
100,976.3646197098618,1274.6274408744932,7.133894992162139
101,1037.1800611713281,1354.0209675865904,15.060444983453406
102,1143.4968430370957,1492.8157219805428,23.7796499738738
103,828.6311612717518,1081.7639181093366,11.8898249869369
