,Albany,Goshen,Harrisburg,Jasper,Jefferson,Mehama,Monroe,Salem,Vida,Waterloo,BLU5A,CGR5A,DET5A,DOR5A,FAL5A,FOS_loc,FRN5M,GPR5A,GPR5H,HCR5A,HCR5H,LOP_loc,LOP5E,DEX_loc,BCL_loc,COT5A
0,56.68753411086834,19.575500035948977,13.239141428026386,-12.726644745263487,86.55172154438584,37.32445909688004,10.691922091060153,127.782172798932,111.8618163404944,-127.62585141179491,447.0891736788639,677.0166124805751,3419.8061382432197,522.1282900459526,422.19848296061735,1408.5672228007356,677.6328429949582,2512.372413663406,8556.74307337923,1248.8047475372205,3128.4149223205523,2356.9295859616554,0.0,0.0,0.0,228.2033212140435
1,42.86818499926362,11.494664480270258,13.14821325887785,-15.016920282243419,77.5373843941162,30.34550898873766,23.32783001685852,148.11115483512572,114.82112365108951,-89.2396032515861,97.99214765564142,533.1382639766974,2907.5025468342237,433.3664807381406,369.967742800541,1207.9829520395376,504.71963478245164,2126.335868105856,6274.0212090509585,1075.7391734802754,3054.369598715332,2034.480183570194,0.0,0.0,0.0,180.0169625513172
2,5.358523124907952,10.047028164145996,9.347415788469176,-18.478359446088092,53.45220232073951,34.97229443080243,18.22486720067072,206.1939606528221,108.9025090298993,-53.45822878489582,144.3634318141146,601.1355656668861,2328.4660226765604,349.82595433078814,347.33442206450786,914.2702698534973,281.3344630916999,1498.4666837999566,3875.2580966877904,949.1280429859838,3109.9035914192473,1788.7164556729772,0.0,0.0,0.0,162.74260755901906
3,32.15113874944771,9.009915579459959,7.601594940817346,-18.530411162837638,54.36772093756376,34.84305461398497,12.927505801009096,156.82357570778018,103.75331430946386,-55.10409425293989,115.49074545129166,545.9493498023851,1981.4547723834928,293.26205624247666,298.5857312484366,812.187203483959,414.99169971001584,1314.8530136391728,3855.34056904001,871.703970381561,3054.369598715332,1648.2800397317105,0.0,0.0,0.0,158.19672466630905
4,34.40735901256686,8.404933238393102,7.119675644330122,-18.556437021212403,45.705506332226534,23.75427833104762,5.710458389543492,101.64491018096864,103.90127967499363,-52.36962485327613,240.60571969019097,545.9493498023851,1796.6558816948768,280.20884899132784,271.59984883239713,751.2955498600238,365.4544022221085,1184.9799298669113,3812.9075753556067,796.1016406619481,2415.728682620308,1538.333108830324,0.0,0.0,0.0,140.92236967401092
5,34.153534232965946,7.562279263335697,7.170595419053302,10.25418819966015,40.071545613308004,21.712289225331883,8.116140860032028,90.02834901742936,93.86922789207627,-40.874485718196716,243.2305093595385,571.5715214537606,1587.2171389144455,265.4152141066925,242.00242940835386,676.0764483245744,362.65040425109487,1073.9160513306322,3322.7631993276095,708.6579821910706,1462.3951412030985,1391.429226365446,0.0,0.0,0.0,131.83060388859087
6,20.870037433852026,6.719625288278291,4.157235893470922,10.592524358532188,32.0431515888491,20.419891057157365,5.418860514332761,92.93248930831417,88.83840546406459,-30.001405972614265,230.98149090258332,569.6005851728856,1589.2704599220967,248.01093777182743,228.07423203233347,633.9895700845016,360.78107227041914,992.4094953080406,2628.2476700441216,673.1339959372765,1453.1394757524458,1270.3952099950122,0.0,0.0,0.0,121.82966152462882
7,59.84624247923514,6.978903434449801,3.849898681748881,10.332265774784467,24.789427163241506,19.618604192889162,4.762765295108615,49.370384945041906,84.22188605953627,-20.47612157094192,211.73303332736805,506.53062418488446,1300.7788583470908,222.77473708627306,214.1460346563131,565.0387270103396,326.19843062791784,871.493175933866,2624.7837521923334,624.8578094898128,1628.997119314844,1168.7635931954112,0.0,0.0,0.0,112.73789573920874
8,52.118688078052074,6.525166678649657,3.362523695112745,9.603541740290853,23.87390854641725,18.610533621713042,5.054363170319346,37.75382378150264,81.94321943037806,-19.1801645094899,204.73359420910796,499.63234720182174,1365.4584700881064,225.3853785365028,202.82937428829655,530.1155727260239,298.15845091778164,810.5871780268742,2431.6703319551543,654.916567089177,1258.770501288743,1258.3842007368776,0.0,0.0,0.0,107.28283626795671
9,47.18320625247897,5.660906191411294,4.317269471172341,13.01292918738598,20.493532115066134,18.48129380489559,4.08237025295024,62.14860222493511,77.59303768380326,-3.4731649246914142,188.98485619302272,483.8648569548215,1409.6048717526091,207.98110220163775,181.06656588826476,480.864970530194,290.6811229950786,727.2892691246651,1781.3197552819631,599.3534091024735,775.6247647646812,1160.4482790936258,0.0,0.0,0.0,104.55530653233069
10,29.359066173837782,5.380021533058824,2.9042457226041396,8.848791847422465,4.08462152121593,8.142108459499454,4.325368482292517,53.436181352280656,73.39082130275823,17.417662905915147,181.1104871849801,453.31534460125846,1312.0721238891729,192.31725350025917,172.36144252825204,442.3599542679997,296.28911893710585,661.0092125788212,1727.6290285792495,580.2251088119691,786.7315633054644,1094.8496900684288,0.0,0.0,0.0,97.28189390399464
11,43.911686870956224,5.358415020877866,2.9933553283697014,8.770714272298148,-35.07140547526782,7.857780862501061,3.256176273186502,45.88541659598013,69.39575643345486,87.03647624711768,164.48681927911235,451.3444083203834,1127.2732332005571,183.6151153328266,167.13836851224437,425.3461098730766,288.8117910144029,652.0524481807342,1739.7527410605076,551.9880940974148,720.0907720607662,1046.8056530358901,0.0,0.0,0.0,94.55436416836864
